batch_no,ctq_name,feature_name,feature_value,feature_type,target_value
YOG2026050401,双歧杆菌数,发酵时间,6.6,numeric,70152679.2
YOG2026050401,双歧杆菌数,发酵温度,39.6,numeric,70152679.2
YOG2026050401,双歧杆菌数,菌种类型,Bb-12,categorical,70152679.2
YOG2026050401,双歧杆菌数,待装罐储存温度,4.7,numeric,70152679.2
YOG2026050401,双歧杆菌数,配料糖添加量,8.4,numeric,70152679.2
YOG2026050401,双歧杆菌数,配料蛋白质含量,3.5,numeric,70152679.2
YOG2026050402,双歧杆菌数,发酵时间,7.1,numeric,63767790.0
YOG2026050402,双歧杆菌数,发酵温度,41.0,numeric,63767790.0
YOG2026050402,双歧杆菌数,菌种类型,BL21,categorical,63767790.0
YOG2026050402,双歧杆菌数,待装罐储存温度,3.4,numeric,63767790.0
YOG2026050402,双歧杆菌数,配料糖添加量,8.4,numeric,63767790.0
YOG2026050402,双歧杆菌数,配料蛋白质含量,3.5,numeric,63767790.0
YOG2026050403,双歧杆菌数,发酵时间,6.9,numeric,71154075.5
YOG2026050403,双歧杆菌数,发酵温度,40.9,numeric,71154075.5
YOG2026050403,双歧杆菌数,菌种类型,Bb-12,categorical,71154075.5
YOG2026050403,双歧杆菌数,待装罐储存温度,4.8,numeric,71154075.5
YOG2026050403,双歧杆菌数,配料糖添加量,8.6,numeric,71154075.5
YOG2026050403,双歧杆菌数,配料蛋白质含量,3.8,numeric,71154075.5
YOG2026050404,双歧杆菌数,发酵时间,7.0,numeric,76323047.5
YOG2026050404,双歧杆菌数,发酵温度,40.5,numeric,76323047.5
YOG2026050404,双歧杆菌数,菌种类型,Bb-12,categorical,76323047.5
YOG2026050404,双歧杆菌数,待装罐储存温度,3.7,numeric,76323047.5
YOG2026050404,双歧杆菌数,配料糖添加量,8.2,numeric,76323047.5
YOG2026050404,双歧杆菌数,配料蛋白质含量,3.5,numeric,76323047.5
YOG2026050405,双歧杆菌数,发酵时间,7.0,numeric,72489275.0
YOG2026050405,双歧杆菌数,发酵温度,40.5,numeric,72489275.0
YOG2026050405,双歧杆菌数,菌种类型,Bb-12,categorical,72489275.0
YOG2026050405,双歧杆菌数,待装罐储存温度,3.2,numeric,72489275.0
YOG2026050405,双歧杆菌数,配料糖添加量,9.5,numeric,72489275.0
YOG2026050405,双歧杆菌数,配料蛋白质含量,3.3,numeric,72489275.0
YOG2026050406,双歧杆菌数,发酵时间,6.4,numeric,66248530.0
YOG2026050406,双歧杆菌数,发酵温度,40.9,numeric,66248530.0
YOG2026050406,双歧杆菌数,菌种类型,Bb-12,categorical,66248530.0
YOG2026050406,双歧杆菌数,待装罐储存温度,4.8,numeric,66248530.0
YOG2026050406,双歧杆菌数,配料糖添加量,8.4,numeric,66248530.0
YOG2026050406,双歧杆菌数,配料蛋白质含量,3.6,numeric,66248530.0
YOG2026050407,双歧杆菌数,发酵时间,7.0,numeric,71396555.3
YOG2026050407,双歧杆菌数,发酵温度,39.3,numeric,71396555.3
YOG2026050407,双歧杆菌数,菌种类型,HN019,categorical,71396555.3
YOG2026050407,双歧杆菌数,待装罐储存温度,4.1,numeric,71396555.3
YOG2026050407,双歧杆菌数,配料糖添加量,7.5,numeric,71396555.3
YOG2026050407,双歧杆菌数,配料蛋白质含量,3.7,numeric,71396555.3
YOG2026050408,双歧杆菌数,发酵时间,6.9,numeric,72500576.9
YOG2026050408,双歧杆菌数,发酵温度,39.3,numeric,72500576.9
YOG2026050408,双歧杆菌数,菌种类型,Bb-12,categorical,72500576.9
YOG2026050408,双歧杆菌数,待装罐储存温度,3.7,numeric,72500576.9
YOG2026050408,双歧杆菌数,配料糖添加量,8.3,numeric,72500576.9
YOG2026050408,双歧杆菌数,配料蛋白质含量,3.4,numeric,72500576.9
YOG2026050409,双歧杆菌数,发酵时间,6.6,numeric,63618459.7
YOG2026050409,双歧杆菌数,发酵温度,40.2,numeric,63618459.7
YOG2026050409,双歧杆菌数,菌种类型,BL21,categorical,63618459.7
YOG2026050409,双歧杆菌数,待装罐储存温度,4.2,numeric,63618459.7
YOG2026050409,双歧杆菌数,配料糖添加量,7.6,numeric,63618459.7
YOG2026050409,双歧杆菌数,配料蛋白质含量,3.4,numeric,63618459.7
YOG2026050410,双歧杆菌数,发酵时间,7.1,numeric,60414443.7
YOG2026050410,双歧杆菌数,发酵温度,38.8,numeric,60414443.7
YOG2026050410,双歧杆菌数,菌种类型,BB536,categorical,60414443.7
YOG2026050410,双歧杆菌数,待装罐储存温度,2.6,numeric,60414443.7
YOG2026050410,双歧杆菌数,配料糖添加量,7.5,numeric,60414443.7
YOG2026050410,双歧杆菌数,配料蛋白质含量,3.5,numeric,60414443.7
YOG2026050411,双歧杆菌数,发酵时间,7.2,numeric,65202412.2
YOG2026050411,双歧杆菌数,发酵温度,41.2,numeric,65202412.2
YOG2026050411,双歧杆菌数,菌种类型,Bb-12,categorical,65202412.2
YOG2026050411,双歧杆菌数,待装罐储存温度,4.9,numeric,65202412.2
YOG2026050411,双歧杆菌数,配料糖添加量,7.9,numeric,65202412.2
YOG2026050411,双歧杆菌数,配料蛋白质含量,3.5,numeric,65202412.2
YOG2026050412,双歧杆菌数,发酵时间,6.5,numeric,60857133.1
YOG2026050412,双歧杆菌数,发酵温度,40.0,numeric,60857133.1
YOG2026050412,双歧杆菌数,菌种类型,BB536,categorical,60857133.1
YOG2026050412,双歧杆菌数,待装罐储存温度,3.7,numeric,60857133.1
YOG2026050412,双歧杆菌数,配料糖添加量,8.2,numeric,60857133.1
YOG2026050412,双歧杆菌数,配料蛋白质含量,3.3,numeric,60857133.1
YOG2026050413,双歧杆菌数,发酵时间,7.3,numeric,65859865.3
YOG2026050413,双歧杆菌数,发酵温度,41.2,numeric,65859865.3
YOG2026050413,双歧杆菌数,菌种类型,HN019,categorical,65859865.3
YOG2026050413,双歧杆菌数,待装罐储存温度,3.9,numeric,65859865.3
YOG2026050413,双歧杆菌数,配料糖添加量,8.3,numeric,65859865.3
YOG2026050413,双歧杆菌数,配料蛋白质含量,3.6,numeric,65859865.3
YOG2026050414,双歧杆菌数,发酵时间,6.8,numeric,69871710.1
YOG2026050414,双歧杆菌数,发酵温度,40.2,numeric,69871710.1
YOG2026050414,双歧杆菌数,菌种类型,HN019,categorical,69871710.1
YOG2026050414,双歧杆菌数,待装罐储存温度,4.0,numeric,69871710.1
YOG2026050414,双歧杆菌数,配料糖添加量,8.1,numeric,69871710.1
YOG2026050414,双歧杆菌数,配料蛋白质含量,3.3,numeric,69871710.1
YOG2026050415,双歧杆菌数,发酵时间,7.0,numeric,64820764.8
YOG2026050415,双歧杆菌数,发酵温度,40.4,numeric,64820764.8
YOG2026050415,双歧杆菌数,菌种类型,BL21,categorical,64820764.8
YOG2026050415,双歧杆菌数,待装罐储存温度,5.5,numeric,64820764.8
YOG2026050415,双歧杆菌数,配料糖添加量,8.7,numeric,64820764.8
YOG2026050415,双歧杆菌数,配料蛋白质含量,3.9,numeric,64820764.8
YOG2026050416,双歧杆菌数,发酵时间,6.6,numeric,57233892.3
YOG2026050416,双歧杆菌数,发酵温度,40.7,numeric,57233892.3
YOG2026050416,双歧杆菌数,菌种类型,BL21,categorical,57233892.3
YOG2026050416,双歧杆菌数,待装罐储存温度,4.2,numeric,57233892.3
YOG2026050416,双歧杆菌数,配料糖添加量,9.5,numeric,57233892.3
YOG2026050416,双歧杆菌数,配料蛋白质含量,3.3,numeric,57233892.3
YOG2026050417,双歧杆菌数,发酵时间,6.6,numeric,77228008.0
YOG2026050417,双歧杆菌数,发酵温度,39.5,numeric,77228008.0
YOG2026050417,双歧杆菌数,菌种类型,Bb-12,categorical,77228008.0
YOG2026050417,双歧杆菌数,待装罐储存温度,2.0,numeric,77228008.0
YOG2026050417,双歧杆菌数,配料糖添加量,7.6,numeric,77228008.0
YOG2026050417,双歧杆菌数,配料蛋白质含量,3.3,numeric,77228008.0
YOG2026050418,双歧杆菌数,发酵时间,7.1,numeric,62436374.5
YOG2026050418,双歧杆菌数,发酵温度,40.3,numeric,62436374.5
YOG2026050418,双歧杆菌数,菌种类型,HN019,categorical,62436374.5
YOG2026050418,双歧杆菌数,待装罐储存温度,5.9,numeric,62436374.5
YOG2026050418,双歧杆菌数,配料糖添加量,8.7,numeric,62436374.5
YOG2026050418,双歧杆菌数,配料蛋白质含量,3.4,numeric,62436374.5
YOG2026050419,双歧杆菌数,发酵时间,6.6,numeric,75046827.2
YOG2026050419,双歧杆菌数,发酵温度,40.4,numeric,75046827.2
YOG2026050419,双歧杆菌数,菌种类型,HN019,categorical,75046827.2
YOG2026050419,双歧杆菌数,待装罐储存温度,2.7,numeric,75046827.2
YOG2026050419,双歧杆菌数,配料糖添加量,9.3,numeric,75046827.2
YOG2026050419,双歧杆菌数,配料蛋白质含量,3.7,numeric,75046827.2
YOG2026050420,双歧杆菌数,发酵时间,6.8,numeric,64191605.7
YOG2026050420,双歧杆菌数,发酵温度,38.6,numeric,64191605.7
YOG2026050420,双歧杆菌数,菌种类型,Bb-12,categorical,64191605.7
YOG2026050420,双歧杆菌数,待装罐储存温度,5.4,numeric,64191605.7
YOG2026050420,双歧杆菌数,配料糖添加量,7.9,numeric,64191605.7
YOG2026050420,双歧杆菌数,配料蛋白质含量,3.7,numeric,64191605.7
YOG2026050501,双歧杆菌数,发酵时间,6.2,numeric,69357600.0
YOG2026050501,双歧杆菌数,发酵温度,39.5,numeric,69357600.0
YOG2026050501,双歧杆菌数,菌种类型,Bb-12,categorical,69357600.0
YOG2026050501,双歧杆菌数,待装罐储存温度,4.0,numeric,69357600.0
YOG2026050501,双歧杆菌数,配料糖添加量,8.0,numeric,69357600.0
YOG2026050501,双歧杆菌数,配料蛋白质含量,3.4,numeric,69357600.0
YOG2026050502,双歧杆菌数,发酵时间,7.3,numeric,72123610.1
YOG2026050502,双歧杆菌数,发酵温度,39.1,numeric,72123610.1
YOG2026050502,双歧杆菌数,菌种类型,Bb-12,categorical,72123610.1
YOG2026050502,双歧杆菌数,待装罐储存温度,3.9,numeric,72123610.1
YOG2026050502,双歧杆菌数,配料糖添加量,8.1,numeric,72123610.1
YOG2026050502,双歧杆菌数,配料蛋白质含量,3.6,numeric,72123610.1
YOG2026050503,双歧杆菌数,发酵时间,7.4,numeric,66184971.7
YOG2026050503,双歧杆菌数,发酵温度,39.1,numeric,66184971.7
YOG2026050503,双歧杆菌数,菌种类型,BL21,categorical,66184971.7
YOG2026050503,双歧杆菌数,待装罐储存温度,2.5,numeric,66184971.7
YOG2026050503,双歧杆菌数,配料糖添加量,8.9,numeric,66184971.7
YOG2026050503,双歧杆菌数,配料蛋白质含量,3.6,numeric,66184971.7
YOG2026050504,双歧杆菌数,发酵时间,6.6,numeric,62442331.0
YOG2026050504,双歧杆菌数,发酵温度,41.2,numeric,62442331.0
YOG2026050504,双歧杆菌数,菌种类型,HN019,categorical,62442331.0
YOG2026050504,双歧杆菌数,待装罐储存温度,4.1,numeric,62442331.0
YOG2026050504,双歧杆菌数,配料糖添加量,8.8,numeric,62442331.0
YOG2026050504,双歧杆菌数,配料蛋白质含量,3.5,numeric,62442331.0
YOG2026050505,双歧杆菌数,发酵时间,8.0,numeric,55825875.7
YOG2026050505,双歧杆菌数,发酵温度,41.4,numeric,55825875.7
YOG2026050505,双歧杆菌数,菌种类型,BL21,categorical,55825875.7
YOG2026050505,双歧杆菌数,待装罐储存温度,3.8,numeric,55825875.7
YOG2026050505,双歧杆菌数,配料糖添加量,8.7,numeric,55825875.7
YOG2026050505,双歧杆菌数,配料蛋白质含量,3.6,numeric,55825875.7
YOG2026050506,双歧杆菌数,发酵时间,7.7,numeric,52855005.5
YOG2026050506,双歧杆菌数,发酵温度,39.2,numeric,52855005.5
YOG2026050506,双歧杆菌数,菌种类型,BL21,categorical,52855005.5
YOG2026050506,双歧杆菌数,待装罐储存温度,4.7,numeric,52855005.5
YOG2026050506,双歧杆菌数,配料糖添加量,8.7,numeric,52855005.5
YOG2026050506,双歧杆菌数,配料蛋白质含量,3.1,numeric,52855005.5
YOG2026050507,双歧杆菌数,发酵时间,6.4,numeric,63904867.8
YOG2026050507,双歧杆菌数,发酵温度,38.4,numeric,63904867.8
YOG2026050507,双歧杆菌数,菌种类型,HN019,categorical,63904867.8
YOG2026050507,双歧杆菌数,待装罐储存温度,3.7,numeric,63904867.8
YOG2026050507,双歧杆菌数,配料糖添加量,8.5,numeric,63904867.8
YOG2026050507,双歧杆菌数,配料蛋白质含量,3.8,numeric,63904867.8
YOG2026050508,双歧杆菌数,发酵时间,7.0,numeric,71860898.0
YOG2026050508,双歧杆菌数,发酵温度,41.3,numeric,71860898.0
YOG2026050508,双歧杆菌数,菌种类型,Bb-12,categorical,71860898.0
YOG2026050508,双歧杆菌数,待装罐储存温度,2.6,numeric,71860898.0
YOG2026050508,双歧杆菌数,配料糖添加量,6.8,numeric,71860898.0
YOG2026050508,双歧杆菌数,配料蛋白质含量,3.5,numeric,71860898.0
YOG2026050509,双歧杆菌数,发酵时间,7.2,numeric,71943520.0
YOG2026050509,双歧杆菌数,发酵温度,40.0,numeric,71943520.0
YOG2026050509,双歧杆菌数,菌种类型,BL21,categorical,71943520.0
YOG2026050509,双歧杆菌数,待装罐储存温度,2.0,numeric,71943520.0
YOG2026050509,双歧杆菌数,配料糖添加量,7.9,numeric,71943520.0
YOG2026050509,双歧杆菌数,配料蛋白质含量,3.2,numeric,71943520.0
YOG2026050510,双歧杆菌数,发酵时间,7.3,numeric,75132740.6
YOG2026050510,双歧杆菌数,发酵温度,40.3,numeric,75132740.6
YOG2026050510,双歧杆菌数,菌种类型,Bb-12,categorical,75132740.6
YOG2026050510,双歧杆菌数,待装罐储存温度,3.1,numeric,75132740.6
YOG2026050510,双歧杆菌数,配料糖添加量,7.6,numeric,75132740.6
YOG2026050510,双歧杆菌数,配料蛋白质含量,3.3,numeric,75132740.6
YOG2026050511,双歧杆菌数,发酵时间,7.0,numeric,74837706.7
YOG2026050511,双歧杆菌数,发酵温度,40.8,numeric,74837706.7
YOG2026050511,双歧杆菌数,菌种类型,Bb-12,categorical,74837706.7
YOG2026050511,双歧杆菌数,待装罐储存温度,3.0,numeric,74837706.7
YOG2026050511,双歧杆菌数,配料糖添加量,8.4,numeric,74837706.7
YOG2026050511,双歧杆菌数,配料蛋白质含量,3.4,numeric,74837706.7
YOG2026050512,双歧杆菌数,发酵时间,6.6,numeric,76455727.9
YOG2026050512,双歧杆菌数,发酵温度,39.9,numeric,76455727.9
YOG2026050512,双歧杆菌数,菌种类型,Bb-12,categorical,76455727.9
YOG2026050512,双歧杆菌数,待装罐储存温度,3.0,numeric,76455727.9
YOG2026050512,双歧杆菌数,配料糖添加量,7.6,numeric,76455727.9
YOG2026050512,双歧杆菌数,配料蛋白质含量,3.3,numeric,76455727.9
YOG2026050513,双歧杆菌数,发酵时间,8.0,numeric,71968561.3
YOG2026050513,双歧杆菌数,发酵温度,40.0,numeric,71968561.3
YOG2026050513,双歧杆菌数,菌种类型,HN019,categorical,71968561.3
YOG2026050513,双歧杆菌数,待装罐储存温度,3.3,numeric,71968561.3
YOG2026050513,双歧杆菌数,配料糖添加量,8.1,numeric,71968561.3
YOG2026050513,双歧杆菌数,配料蛋白质含量,3.5,numeric,71968561.3
YOG2026050514,双歧杆菌数,发酵时间,6.9,numeric,65927464.2
YOG2026050514,双歧杆菌数,发酵温度,40.5,numeric,65927464.2
YOG2026050514,双歧杆菌数,菌种类型,HN019,categorical,65927464.2
YOG2026050514,双歧杆菌数,待装罐储存温度,4.8,numeric,65927464.2
YOG2026050514,双歧杆菌数,配料糖添加量,7.6,numeric,65927464.2
YOG2026050514,双歧杆菌数,配料蛋白质含量,3.4,numeric,65927464.2
YOG2026050515,双歧杆菌数,发酵时间,6.9,numeric,71802348.8
YOG2026050515,双歧杆菌数,发酵温度,38.2,numeric,71802348.8
YOG2026050515,双歧杆菌数,菌种类型,Bb-12,categorical,71802348.8
YOG2026050515,双歧杆菌数,待装罐储存温度,2.5,numeric,71802348.8
YOG2026050515,双歧杆菌数,配料糖添加量,9.0,numeric,71802348.8
YOG2026050515,双歧杆菌数,配料蛋白质含量,3.8,numeric,71802348.8
YOG2026050516,双歧杆菌数,发酵时间,6.9,numeric,71865068.0
YOG2026050516,双歧杆菌数,发酵温度,40.5,numeric,71865068.0
YOG2026050516,双歧杆菌数,菌种类型,Bb-12,categorical,71865068.0
YOG2026050516,双歧杆菌数,待装罐储存温度,4.3,numeric,71865068.0
YOG2026050516,双歧杆菌数,配料糖添加量,10.0,numeric,71865068.0
YOG2026050516,双歧杆菌数,配料蛋白质含量,3.7,numeric,71865068.0
YOG2026050517,双歧杆菌数,发酵时间,6.9,numeric,75794843.3
YOG2026050517,双歧杆菌数,发酵温度,39.2,numeric,75794843.3
YOG2026050517,双歧杆菌数,菌种类型,Bb-12,categorical,75794843.3
YOG2026050517,双歧杆菌数,待装罐储存温度,2.4,numeric,75794843.3
YOG2026050517,双歧杆菌数,配料糖添加量,8.1,numeric,75794843.3
YOG2026050517,双歧杆菌数,配料蛋白质含量,3.3,numeric,75794843.3
YOG2026050518,双歧杆菌数,发酵时间,6.3,numeric,66599369.3
YOG2026050518,双歧杆菌数,发酵温度,39.5,numeric,66599369.3
YOG2026050518,双歧杆菌数,菌种类型,BL21,categorical,66599369.3
YOG2026050518,双歧杆菌数,待装罐储存温度,2.9,numeric,66599369.3
YOG2026050518,双歧杆菌数,配料糖添加量,9.2,numeric,66599369.3
YOG2026050518,双歧杆菌数,配料蛋白质含量,3.7,numeric,66599369.3
YOG2026050519,双歧杆菌数,发酵时间,7.0,numeric,63523825.5
YOG2026050519,双歧杆菌数,发酵温度,41.2,numeric,63523825.5
YOG2026050519,双歧杆菌数,菌种类型,BL21,categorical,63523825.5
YOG2026050519,双歧杆菌数,待装罐储存温度,4.1,numeric,63523825.5
YOG2026050519,双歧杆菌数,配料糖添加量,7.4,numeric,63523825.5
YOG2026050519,双歧杆菌数,配料蛋白质含量,3.8,numeric,63523825.5
YOG2026050520,双歧杆菌数,发酵时间,7.3,numeric,66866605.9
YOG2026050520,双歧杆菌数,发酵温度,39.2,numeric,66866605.9
YOG2026050520,双歧杆菌数,菌种类型,Bb-12,categorical,66866605.9
YOG2026050520,双歧杆菌数,待装罐储存温度,3.8,numeric,66866605.9
YOG2026050520,双歧杆菌数,配料糖添加量,7.4,numeric,66866605.9
YOG2026050520,双歧杆菌数,配料蛋白质含量,3.2,numeric,66866605.9
YOG2026050601,双歧杆菌数,发酵时间,7.5,numeric,64386458.2
YOG2026050601,双歧杆菌数,发酵温度,41.5,numeric,64386458.2
YOG2026050601,双歧杆菌数,菌种类型,HN019,categorical,64386458.2
YOG2026050601,双歧杆菌数,待装罐储存温度,2.6,numeric,64386458.2
YOG2026050601,双歧杆菌数,配料糖添加量,8.4,numeric,64386458.2
YOG2026050601,双歧杆菌数,配料蛋白质含量,3.4,numeric,64386458.2
YOG2026050602,双歧杆菌数,发酵时间,6.8,numeric,66077272.8
YOG2026050602,双歧杆菌数,发酵温度,39.5,numeric,66077272.8
YOG2026050602,双歧杆菌数,菌种类型,BL21,categorical,66077272.8
YOG2026050602,双歧杆菌数,待装罐储存温度,3.1,numeric,66077272.8
YOG2026050602,双歧杆菌数,配料糖添加量,8.0,numeric,66077272.8
YOG2026050602,双歧杆菌数,配料蛋白质含量,3.3,numeric,66077272.8
YOG2026050603,双歧杆菌数,发酵时间,7.1,numeric,72986115.6
YOG2026050603,双歧杆菌数,发酵温度,40.0,numeric,72986115.6
YOG2026050603,双歧杆菌数,菌种类型,HN019,categorical,72986115.6
YOG2026050603,双歧杆菌数,待装罐储存温度,3.8,numeric,72986115.6
YOG2026050603,双歧杆菌数,配料糖添加量,7.4,numeric,72986115.6
YOG2026050603,双歧杆菌数,配料蛋白质含量,3.4,numeric,72986115.6
YOG2026050604,双歧杆菌数,发酵时间,7.4,numeric,71000182.5
YOG2026050604,双歧杆菌数,发酵温度,40.4,numeric,71000182.5
YOG2026050604,双歧杆菌数,菌种类型,BL21,categorical,71000182.5
YOG2026050604,双歧杆菌数,待装罐储存温度,3.0,numeric,71000182.5
YOG2026050604,双歧杆菌数,配料糖添加量,8.1,numeric,71000182.5
YOG2026050604,双歧杆菌数,配料蛋白质含量,3.7,numeric,71000182.5
YOG2026050605,双歧杆菌数,发酵时间,6.2,numeric,70556099.3
YOG2026050605,双歧杆菌数,发酵温度,40.4,numeric,70556099.3
YOG2026050605,双歧杆菌数,菌种类型,Bb-12,categorical,70556099.3
YOG2026050605,双歧杆菌数,待装罐储存温度,3.3,numeric,70556099.3
YOG2026050605,双歧杆菌数,配料糖添加量,8.4,numeric,70556099.3
YOG2026050605,双歧杆菌数,配料蛋白质含量,3.3,numeric,70556099.3
YOG2026050606,双歧杆菌数,发酵时间,6.1,numeric,58322838.7
YOG2026050606,双歧杆菌数,发酵温度,38.7,numeric,58322838.7
